node_id,blog,in_degree,out_degree,total_degree
692,tom_thinks.blogspot.com,0,0,0
693,tomburka.com,37,6,43
694,tomcoburnisabigfatjerk.blogspot.com,2,16,18
695,tomdaschle.com/tom/index.php?id=34,0,0,0
696,tomherod.blogspot.com,0,1,1
697,tonyknowles.com/blog.html,0,0,0
698,topviewnews.com/blog,0,0,0
699,toteota.blogspot.com,6,62,68
700,trainorphans.org,1,0,1
701,translucence.org,0,1,1
702,travalex.blogspot.com,2,16,18
703,tristero.blogspot.com,14,27,41
704,trueconservative.typepad.com,0,2,2
705,truedemocrat.blogspot.com,0,1,1
706,truthbenotproud.blogspot.com,0,0,0
707,tuibguy.messagemonster.com,0,0,0
708,turnpikefeminist.com,1,4,5
709,turnspit.com,0,4,4
710,uberddue.blogspot.com,0,0,0
711,uberdude.blogspot.com,0,21,21
712,uggabugga.blogspot.com,52,7,59
713,unodemocrats.com/blog,3,4,7
714,upper-left.blogspot.com,19,11,30
715,urbandemocracy.blogspot.com,0,5,5
716,urbanecoinc.com/wordpress1,0,1,1
717,usademocrazy.blogspot.com,1,0,1
718,usliberals.about.com,2,0,2
719,uwaythinks.blogspot.com,0,0,0
720,vernsblog.thegillfamily.us:8180,1,1,2
721,virginiaprogressive.blogspot.com,1,6,7
722,vocis.com/frank,0,3,3
723,votekerryedwards2004.blogspot.com,0,0,0
724,votervirginblog.blogspot.com,0,0,0
725,waitingfordorothy.blogspot.com,2,12,14
726,wampum.wabanaki.net,75,42,117
727,warandpiece.com,36,26,62
728,warriorsblog.blogspot.com,0,0,0
729,washingtonmonthly.com,201,55,256
730,watchingthewatchers.org,6,5,11
731,waveflux.net,4,7,11
732,weblogs.bakshi.us/redskunk,0,2,2
733,werenotallincompetent.blogspot.com,0,0,0
734,whirlingbuffalo.com/creative-spirits.htm,0,0,0
735,whopundit.blogspot.com,3,11,14
736,whoviating.blogspot.com,9,23,32
737,whyareweback.blogspot.com,16,30,46
738,winnegar.blog-city.com,1,0,1
739,winthewest.blogspot.com,0,6,6
740,woneffe.typepad.com,0,1,1
741,wonkette.com,112,17,129
742,workingpapers.blogspot.com,0,0,0
743,worldonfire.typepad.com/world_on_fire,4,23,27
744,wpblog.ohpinion.com,2,1,3
745,wsrblood.typepad.com/wiserblog,2,1,3
746,wtf.mindsay.com,0,0,0
747,wtpm.blogspot.com,1,13,14
748,wynterstoner.blogspot.com,0,0,0
749,x-pollen.com/many/blog.html,0,5,5
750,xanga.com/allegrad,0,0,0
751,xanga.com/home.aspx?user=phknrocket1k,0,0,0
752,xanga.com/kerry4president,0,0,0
753,xianleft.blogspot.com,0,0,0
754,xnerg.blogspot.com,73,69,142
755,yarsrevenge.blogspot.com,1,40,41
756,yglesias.typepad.com/matthew,128,13,141
757,yoder.ru,0,1,1
758,younglibs.com,1,0,1
759,84rules.blog-city.com,0,0,0
760,a100wwe.blogspot.com,0,5,5
761,absurd-canadian.blogspot.com,0,2,2
762,ace.mu.nu,69,72,141
763,aceoftrumpblog.blogspot.com,6,7,13
764,acepilots.com/mt,50,14,64
765,acertainslantoflight.blogspot.com,4,74,78
766,achicknamedmarzi.com,4,4,8
767,activistchat.com/blogiran,41,12,53
768,adeimantus.blogspot.com,6,11,17
769,adonai.cc,0,0,0
770,airjun.blogspot.com,0,0,0
771,alamodispatches.blogspot.com,0,2,2
772,alamonation.blogspot.com,7,23,30
773,alarmingnews.com,25,61,86
774,aldaron.modblog.com,0,4,4
775,aldaynet.org,46,69,115
776,alexpelan.blogspot.com,1,1,2
777,alittlemoretotheright.com,9,44,53
778,all-encompassingly.com,12,34,46
779,allahpundit.com,39,0,39
780,allthingsmark.com,1,0,1
781,alphapatriot.com,35,70,105
782,althouse.blogspot.com,36,8,44
783,americaindenial.com/?q=node/feed,0,0,0
784,americanchronicle.blogspot.com,2,5,7
785,americancommentator.blogs.com/the_american_commentator_,0,0,0
786,americandigest.org,27,7,34
787,americandinosaur.blogspot.com,7,30,37
788,americanfuture.typepad.com,4,30,34
789,americanjihad.blogspot.com,0,0,0
790,americankernel.com,0,3,3
791,americanreport.blogspot.com,2,11,13
792,americanthinker.com,32,2,34
793,americanwarmonger.blogspot.com,19,42,61
794,americanworldview.tripod.com/weltansblog,1,0,1
795,americasteen.tk,0,0,0
796,amigo13.blogspot.com,2,11,13
797,amradio.blogspot.com,0,2,2
798,andrewsullivan.com,143,0,143
799,andrightlyso.blogspot.com,1,0,1
800,angrychineseblogger.blog-city.com,1,0,1
801,angrygwn.blogspot.com,4,13,17
802,anncoulter.org,34,2,36
803,annika.mu.nu,17,8,25
804,anothervrwc.blogspot.com,0,2,2
805,antijohnkerry.blogspot.com,7,8,15
806,antiprotester.blogspot.com,6,28,34
807,apologiesdemanded.blogspot.com,2,33,35
808,arkanssouri.blogspot.com,1,7,8
809,armchairgeneralist.typepad.com,1,13,14
810,asmallvictory.net,75,1,76
811,asmodeus-space.com/weblog/blog/index.php,0,7,7
812,astrosoup.blogspot.com,1,1,2
813,athena.blogs.com,6,24,30
814,awideawake.blogspot.com,15,14,29
815,ayerdis.com/rants.php,2,19,21
816,babytrollblog.com,6,49,55
817,baldilocks.typepad.com,46,8,54
818,balloon-juice.com,58,53,111
819,bamapachyderm.blogspot.com,3,0,3
820,batr.net,2,2,4
821,batr.org/commentary.html,2,1,3
822,beautifulatrocities.com,30,10,40
823,beefalwayswins.blogspot.com,4,17,21
824,beldar.blogs.com/beldarblog,18,54,72
825,bellusbellum.info,2,0,2
826,belmontclub.blogspot.com,95,27,122
827,bensgtusmc.com,0,3,3
828,bensworld.patriotforum.org,7,8,15
829,bernardmoon.blogspot.com,6,15,21
830,betsyspage.blogspot.com,30,7,37
831,bidinotto.journalspace.com,4,4,8
832,bigenchilada.org,0,0,0
833,bigfatroid.blogspot.com,2,1,3
834,bigjourney.blogspot.com,1,0,1
835,billhobbs.com,56,48,104
836,billrice.org,0,11,11
837,billroggio.com/easongate,30,20,50
838,bitheads.blogspot.com,12,18,30
839,bittersweetme.net/blog/index.php,9,17,26
840,bkennelly.com/vox,1,3,4
841,blackmanforbush.blogspot.com,3,3,6
842,blindmindseye.com,6,6,12
843,blithered.blogspot.com,13,28,41
844,blog.iainlindley.com,0,0,0
845,blog.mytechaid.com,0,0,0
846,blog.nam.org,0,1,1
847,blog.ncsweb.us,2,9,11
848,blog.so-amazing.net,1,0,1
849,blog.willrobinson47.com,3,0,3
850,bloghogger.blogspot.com,0,3,3
851,blogicus.com,10,52,62
852,blogodob.blogspot.com,1,43,44
853,blogs.blogosphere.ca/brock,0,0,0
854,blogsagainsthillary.com,43,2,45
855,blogsforbush.com,211,256,467
856,blogsofwar.com,38,84,122
857,blogspirator.blogspot.com,1,19,20
858,blubberhollow.com/blog,3,1,4
859,blue6golf.blogspot.com,1,6,7
860,bluegoldfish.blogs.com/surface,4,19,23
861,bluestates.blogspot.com,1,8,9
862,bobhayes.net,27,1,28
863,boottotheskull.com,1,1,2
864,borgardblog.blogspot.com,1,8,9
865,brainshavings.com,17,20,37
866,brendonsspiderhole.blogspot.com,0,0,0
867,brianlarry.com,0,0,0
868,brianscott.blogspot.com,1,0,1
869,brutallyhonest.org,9,0,9
870,buckeyepundit.blogspot.com,1,4,5
871,bullmooserepublicans.com/blog,5,0,5
872,bushblog.us,21,0,21
873,c-pol.blogspot.com,2,12,14
874,californiaconservatives4truth.blogspot.com,6,11,17
875,calirep.blogspot.com,1,5,6
876,calpoly.edu/~doleary/blog.htm,1,4,5
877,campaignofone.org/blog/index.asp,0,0,0
878,captainsquartersblog.com/mt,121,16,137
879,catscape.com,11,9,20
880,cayankee.blogs.com,19,123,142
881,cbcbcbcb.blogspot.com,9,8,17
882,ccs178.com,2,11,13
883,cdharris.net,36,6,42
884,cecile.squarespace.com,0,1,1
885,celluloid-wisdom.com/pw,65,13,78
886,celluloid-wisdom.com/pw/,0,39,39
887,centinel.blogspot.com,1,4,5
888,chadster.capitalfocus.org,2,0,2
889,chainik_hocker.blogspot.com,3,0,3
890,charlesking.blogspot.com,0,1,1
891,chiefsblog.blogspot.com,1,5,6
892,chrenkoff.blogspot.com,62,57,119
893,christian-patriot.blogspot.com,14,9,23
894,civilcommotion.com,2,2,4
895,claycalhoun.com,9,26,35
896,claytoncorner.blogspot.com,0,3,3
897,clubforgrowth.org/blog,9,10,19
898,cmillertime.blogspot.com,12,1,13
899,coffee.ondragonswing.com,7,7,14
900,commonsenserunswild.typepad.com,8,87,95
901,confederateyankee.blogspot.com,11,10,21
902,conpro.blogspot.com,0,0,0
903,conservativeblogger.com,3,2,5
904,conservativecat.com,9,13,22
905,conservativecitizen.blogspot.com,0,0,0
906,conservativedhc.blogspot.com,0,0,0
907,conservativedialysis.com,10,30,40
908,conservativeeyes.blogspot.com,39,1,40
909,conservativelife.com/blog,5,39,44
910,conservativenation.us,1,0,1
911,conservativeobserver.blogspot.com,1,4,5
912,conservativepolitics.blogspot.com,0,1,1
913,conservativepunk.com,11,0,11
914,conservativepush.blogspot.com,2,4,6
915,conservativeresponse.com,1,4,5
916,conservativerevolution.com,2,20,22
917,conservativevor.blogdrive.com,0,0,0
918,conservativezone.blogspot.com,1,14,15
919,coxandforkum.com,83,31,114
920,cptnwinky.com,0,3,3
921,crankybastard.blogspot.com,1,29,30
922,crankyneocon.com/crankyneocon,10,33,43
923,criticalbill.blogspot.com,0,0,0
924,cruelkev.blogspot.com,0,0,0
925,cubanstories.blogspot.com,0,5,5
926,cybermenace.blogspot.com,1,1,2
927,cynicalnation.com,8,53,61
928,cynscorion.com/v-web/b2/index.php,0,0,0
929,d-42.com,2,0,2
930,daddypundit.blogspot.com,11,14,25
931,dadougster.blogspot.com,0,2,2
932,dailypundit.com,41,5,46
933,dailyrecycler.com/blog,14,6,20
934,daisycutter.blogspot.com,8,38,46
935,dalythoughts.com,18,96,114
936,danieldrezner.com/blog,65,26,91
937,danzfamily.com,4,17,21
938,dartblog.com,5,13,18
939,datingrepublicans.com,1,0,1
940,deadcantrant.com/blog,1,17,18
941,deanesmay.com,87,8,95
942,deansjournal.blogspot.com,1,15,16
943,decision08.blogspot.com,6,40,46
944,denbeste.nu,50,7,57
945,depressedlonelybored.typepad.com,2,0,2
946,deserttusk.blogspot.com,8,11,19
947,devildawg.blogspot.com,0,18,18
948,dgci.blog-city.com,0,0,0
949,dgci.net,26,0,26
950,diggersrealm.com/mt,18,18,36
951,dilusionl.blogspot.com,0,3,3
952,diplomadic.blogspot.com,51,5,56
953,discerningtexan.blogspot.com,9,70,79
954,discountblogger.com,3,0,3
955,disintegrator.blogspot.com,5,6,11
956,dissectleft.blogspot.com,26,70,96
957,dividedloyalties.net,0,0,0
958,dizzy-girl.net/index.php,6,1,7
959,dmobley.blogspot.com,6,10,16
960,dogwooddreams.com/serendipity,1,2,3
961,donaldsensing.com,56,7,63
962,downtownlad.blogspot.com,3,3,6
963,drudgereport.com,238,5,243
964,drumwaster.com,9,3,12
965,drunkensamurai.blogspot.com,3,7,10
966,dummocrats.com,27,54,81
967,dynamist.com/weblog,40,24,64
968,economicswithaface.com/weblog,3,12,15
969,edmondthehun.blogspot.com,0,0,0
970,eeg3.com,1,3,4
971,ejectejecteject.com,44,6,50
972,electionprojection.com,30,38,68
973,electricvenom.com,33,9,42
974,elevendayempire.com/movabletype,7,17,24
975,emilythedog.blogspot.com,1,7,8
976,epubguy.blogs.com/epubguy,0,0,0
977,erickohn.com,0,11,11
978,erikack.blogspot.com,2,0,2
979,etalkinghead.com,75,0,75
980,evangelicaloutpost.com,59,91,150
981,everythingiknowiswrong.com,21,47,68
982,evilpundit.com,6,14,20
983,fearfulsymmetry.blogspot.com,2,0,2
984,firstdownpolitics.com,0,2,2
985,flyinspacemonkey.mu.nu,0,0,0
986,fooswah.com,0,0,0
987,franklog.com,1,0,1
988,fraterslibertas.com,28,10,38
989,freedomofthought.com,9,6,15
990,freerepublic.com,81,0,81
991,fringeblog.com,8,2,10
992,fritzs-thoughts.blogspot.com,1,8,9
993,gaypatriot.blogspot.com,13,27,40
994,gccpundit.blogspot.com,0,6,6
995,gcruse.typepad.com,10,5,15
996,georgewbush.com,82,0,82
997,georgewbush.com/blog,0,0,0
998,gerberatetra.blogspot.com,0,23,23
999,getdexview.barrennorth.com,0,0,0
1000,gevkaffeegal.typepad.com/the_alliance,101,110,211
1001,ghostofaflea.com,14,6,20
1002,gillaand.blogspot.com,0,0,0
1003,gindy.blogspot.com,2,14,16
1004,gmscorner.blogspot.com,0,27,27
1005,godubya.com,2,0,2
1006,gopandcollege.blogspot.com,1,2,3
1007,gopandthecity.blogspot.com,11,18,29
1008,gopbloggers.org,69,5,74
1009,gopinsight.com,7,21,28
1010,gotdesign.blogspot.com,4,18,22
1011,gracefotography.com/graceblog/index.php,0,0,0
1012,grantb88.com,0,0,0
1013,greatestjeneration.com,21,10,31
1014,grownups.blogspot.com,0,1,1
1015,gullyborg.typepad.com,2,18,20
1016,gwbblows.blogspot.com,0,0,0
1017,happyhomeschooler.blog-city.com,1,0,1
1018,hasidicgentile.org,0,1,1
1019,hathaby.net/weblog.php,2,0,2
1020,headland.blogspot.com,1,16,17
1021,healingiraq.blogspot.com,43,5,48
1022,heathenfolk.warblogs.com/blog,0,0,0
1023,heavylifting.blogspot.com,0,2,2
1024,hectorvex.blogspot.com,3,16,19
1025,henerd.com,0,2,2
1026,hiddennook.blogspot.com,5,8,13
1027,hijkselur.blogspot.com,0,0,0
1028,hillcountryviews.blogspot.com,9,16,25
1029,hipublican.com,2,0,2
1030,hobsonschoice.us,1,0,1
1031,holecard.blogspot.com,3,29,32
1032,home.earthlink.net/~goodnoughp/index.html,0,0,0
1033,home.earthlink.net/~jasider,0,0,0
1034,home.earthlink.net/~techservant,3,0,3
1035,home.earthlink.net/~ur_blog,0,0,0
1036,home.midsouth.rr.com/joefish,9,21,30
1037,homespunbloggers.blogspot.com,35,41,76
1038,homicidalmaniak.com,2,13,15
1039,hoosierparliament.com,0,0,0
1040,horologium.net,7,25,32
1041,hughhewitt.com,157,68,225
1042,iamaugustus.blogspot.com,2,0,2
1043,ideastockexchange.com/essays/laubs-mike-interest-politics-web-log.htm,0,0,0
1044,ikilledcheguevara.blogspot.com,2,7,9
1045,imao.us,77,11,88
1046,imprescindibile.ilcannocchiale.it,1,0,1
1047,incite1.blogspot.com,13,47,60
1048,indcjournal.com,65,43,108
1049,indepundit.com,24,11,35
1050,inmyrightmind.com,0,0,0
1051,instapundit.com,276,86,362
1052,interested-participant.blogspot.com,16,26,42
1053,inthebullpen.com,28,29,57
1054,iowageek.blogspot.com,4,43,47
1055,iraqthemodel.blogspot.com,76,28,104
1056,isaacspolitics.blogspot.com,0,0,0
1057,isdl.blogspot.com,1,8,9
1058,isdl.weblogs.us,1,7,8
1059,itsafterglow.blogspot.com,0,0,0
1060,itscomedowntothis.blogspot.com,1,2,3
1061,itznewstome.blogspot.com,2,33,35
1062,jacklewis.net,4,12,16
1063,janegalt.net,55,40,95
1064,jchristopherfeng.com,2,0,2
1065,jeffblanco.blogdrive.com,13,25,38
1066,jenjuskhan.blogspot.com,0,0,0
1067,jewishworldreview.com,42,0,42
1068,jg-spot.blogspot.com,3,3,6
1069,jihadwatch.org,47,3,50
1070,jlynnsmith30.blogspot.com,7,2,9
1071,joatmoaf.typepad.com/i_love_jet_noise,12,2,14
1072,joepublicus.blogspot.com,2,8,10
1073,johngalt.us,0,0,0
1074,johnkerrymustlose.com,0,4,4
1075,johnnbrown.blogspot.com,2,0,2
1076,jokerstotheright.blogspot.com,2,10,12
1077,joshferguson.blogspot.com,1,5,6
1078,journals.aol.com/lily990016/pissoffliberals,0,2,2
1079,journals.aol.com/mark24609/myblog,0,1,1
1080,jperspective.com,4,3,7
1081,jquinton.com,49,22,71
1082,jrogg.blogspot.com,2,13,15
1083,juntoboys.blogspot.com,0,10,10
1084,justalkin.us,1,2,3
1085,kalblog.com,4,10,14
1086,kausfiles.com,52,0,52
1087,keithy1028.bravejournal.com,1,2,3
1088,kellipundit.blogspot.com,5,26,31
1089,kenshepherd.blogspot.com,1,0,1
1090,kevincourser.blogspot.com,1,2,3
1091,kimdutoit.com/dr/weblog.php,24,26,50
1092,king-of-fools.com,21,21,42
1093,kitchennetwork.blogspot.com,5,6,11
1094,kushreport.com,0,0,0
1095,la4israel.org/wordpress,39,3,42
1096,ladymac.com,0,19,19
1097,lahargis.blogspot.com,2,0,2
1098,lancehaun.com,0,0,0
1099,larsonreport.com,2,0,2
1100,lashawnbarber.blogspot.com,3,0,3
1101,lashawnbarber.com,105,113,218
1102,laughatliberals.com,2,1,3
1103,laughingwolf.net,6,49,55
1104,lawguy.blogspot.com,6,40,46
1105,valuerightnews.blogspot.com,10,5,15
1106,leftcoastconservative.blogspot.com,1,15,16
1107,leftnuts.com/runcms/modules/news,0,0,0
1108,legendgames.net/myblog.asp,10,60,70
1109,libertarianjackass.blogspot.com,2,14,16
1110,life.laptoplobbyist.com,0,0,0
1111,literatevalues.org/virtue.htm,0,0,0
1112,littlegreenfootballs.com/weblog,181,27,208
1113,littlegreenfootballs.com/weblog/weblog.php,0,25,25
1114,littletinylies.com,8,2,10
1115,livejournal.com/users/bambenek,0,20,20
1116,livinginbabylon.blogspot.com,2,3,5
1117,lonewacko.com,0,26,26
1118,longdukdong44.blogspot.com,0,0,0
1119,loosecoin.blogspot.com,0,2,2
1120,louisville.edu/~bebusc02/blog/notarobot.html,0,0,0
1121,lt-smash.us,57,4,61
1122,lucianne.com,36,0,36
1123,luxeword.com,12,5,17
1124,madanthony.org,4,3,7
1125,made4theinternet.blogspot.com,3,43,46
1126,madtechspeaks.blogspot.com,10,14,24
1127,magnificentfreedom.us,0,5,5
1128,manifestcontent.net,3,12,15
1129,mantic.squarespace.com,1,2,3
1130,mariestwocents.blogspot.com,6,16,22
1131,markheimonen.blogspot.com,1,67,68
1132,markmeador.blogspot.com,0,0,0
1133,marknicodemo.blogspot.com,6,21,27
1134,marksteyn.com,29,0,29
1135,martinipundit.com,11,86,97
1136,martydee.com/poligov,2,0,2
1137,marylandpolitics.blogspot.com,0,0,0
1138,masononline.biz,0,0,0
1139,matthewstinson.com/blog,10,0,10
1140,mattresspolice.com,0,15,15
1141,maybeithinktoomuch.com,5,13,18
1142,mc256.blogspot.com,0,0,0
1143,mcpheet.com,0,0,0
1144,mdcbowen.org/cobb,9,12,21
1145,meckz.net,2,0,2
1146,mementomoron.blogspot.com,5,12,17
1147,mercreport.blogspot.com,0,0,0
1148,messopotamian.blogspot.com,33,0,33
1149,metallicity.com/mb.asp,1,6,7
1150,mhking.mu.nu,43,30,73
1151,michaelsavagelistener.blog-city.com,0,0,0
1152,michaeltotten.com,44,37,81
1153,michellemalkin.com,200,28,228
1154,midwestrightwingers.blogspot.com,5,18,23
1155,mikesamerica.blogspot.com,0,5,5
1156,millers_time.typepad.com,5,0,5
1157,mindspring.com/~gsb3/blogger.html,1,0,1
1158,mobile.blogcastlive.com,7,0,7
1159,moorewatch.com,27,1,28
1160,mostlycajun.com,1,0,1
1161,motgs.com,5,41,46
1162,mtvirtus.blogspot.com,6,44,50
1163,mudandphud.blogspot.com,9,32,41
1164,mudvillegazette.com,64,18,82
1165,musicfromthebluelight.com/b,2,4,6
1166,mwilliams.info,11,25,36
1167,my2cent.blogspot.com,3,6,9
1168,myaisling.blogspot.com,0,17,17
1169,mycatharsis.com,1,1,2
1170,mydamascusroad.blogspot.com,3,0,3
1171,myechochamber.blogspot.com,0,4,4
1172,mypetjawa.mu.nu,50,42,92
1173,myworldview034.blogspot.com,0,0,0
1174,nakedrepublic.com,0,0,0
1175,nashvilletruth.blogspot.com,1,2,3
1176,nationalbird.net,0,3,3
1177,nationalcenter.org/blog.html,15,66,81
1178,nationalnewsregister.com/modules/wordpress,1,0,1
1179,nationalreview.com/thecorner,135,7,142
1180,nationalreview.com/thecorner/corner.asp,0,7,7
1181,nelslindahl.net,0,0,0
1182,neoconservatives.blogspot.com,1,0,1
1183,neoconswatch.blogspot.com,1,2,3
1184,neonbrainiac.nu/mt/blog,3,0,3
1185,nerepublican.blogspot.com,23,79,102
1186,neverwrongnever.blogspot.com,1,3,4
1187,newcounterculture.com/log,5,53,58
1188,newsbloggers.blogspot.com,1,1,2
1189,newsjungle.blogspot.com,0,2,2
1190,newsnik.com,2,0,2
1191,nicedoggie.net,65,62,127
1192,nickiegoomba.blogspot.com,8,30,38
1193,nicoladellarciprete.blogs.com,0,3,3
1194,noguru.tblog.com,2,9,11
1195,nomayo.mu.nu,7,32,39
1196,nonboxthinking.blogspot.com,3,1,4
1197,nykola.com,16,0,16
1198,o4tom.blogspot.com,1,2,3
1199,officesmileman.com,3,8,11
1200,ofthemind.blogspot.com,3,39,42
1201,ogresview.blogspot.com,10,4,14
1202,okieonthelam.com,6,28,34
1203,oldfashionedwhippersnapper.blogspot.com,1,3,4
1204,onthewire.blogspot.com,0,2,2
1205,opiniontimes.blogspot.com,6,4,10
1206,opiniontimes.com,2,1,3
1207,oppb.com,5,9,14
1208,orthogonian.blogspot.com,0,1,1
1209,outsidethebeltway.com,94,59,153
1210,pajamaeditors.blogspot.com,8,12,20
1211,pajamahadin.com,4,17,21
1212,pajamajournalist.blogspot.com,0,13,13
1213,palominas.blogspot.com,1,3,4
1214,papadoc.net/pinkflamingobar.html,14,41,55
1215,pardonmyenglish.com,28,58,86
1216,patrickmcclarty.blogspot.com,0,11,11
1217,patrickruffini.com,32,30,62
1218,patriot-paradox.com,11,16,27
1219,patriotblog.com,5,2,7
1220,patriotism101.blogspot.com,10,12,22
1221,patriotsforbush.com,9,23,32
1222,patterico.com,37,41,78
1223,pejmanesque.com,60,54,114
1224,pennsylvanianinexile.blogspot.com,3,3,6
1225,perryvsworld.blogspot.com,1,3,4
1226,philomathean.blogs.com,2,17,19
1227,piano-tuning.net/blog,4,22,26
1228,planetsuz.blogspot.com,0,0,0
1229,poeticvalues.blogspot.com,5,8,13
1230,polialaska.blogspot.com,0,0,0
1231,poliblogger.com,41,59,100
1232,polipundit.com,76,23,99
1233,politicalanimals.blogspot.com,1,0,1
1234,politicaldogs.org,0,4,4
1235,politicalhyperbole.blogspot.com,0,0,0
1236,politicalmusings.net,4,55,59
1237,politicalpie.modblog.com,0,8,8
1238,politicaltracker.com,3,15,18
1239,politicaltracker.com/blog/weblog.php,0,16,16
1240,politicalvicesquad.blogspot.com,5,1,6
1241,poorandwhite.blogspot.com,0,0,0
1242,poorjustin.blogspot.com,1,2,3
1243,poptext.blogspot.com,0,0,0
1244,poweragerambleson.blogspot.com,9,23,32
1245,powerlineblog.com,220,15,235
1246,powerpundit.com,12,73,85
1247,powervacuum.org,0,1,1
1248,prayforbush.blogspot.com,0,0,0
1249,presidentreagan.info/discussion,1,7,8
1250,professorbainbridge.com,56,28,84
1251,prolifeblogs.com,36,3,39
1252,propagandamachine.blogspot.com,1,14,15
1253,prosandcons.us,2,15,17
1254,punditguy.com,5,17,22
1255,punditz.journalspace.com,5,6,11
1256,qoae.net,15,3,18
1257,quante.blogspot.com,2,16,18
1258,quibbles-n-bits.com,3,9,12
1259,quimundus.modblog.com,0,1,1
1260,quimundus.squarespace.com,2,0,2
1261,r21online.com,0,3,3
1262,r2korn.blogdrive.com,1,3,4
1263,rabner.blogspot.com,0,4,4
1264,radioequalizer.blogspot.com,4,9,13
1265,raincrossblog.com,1,0,1
1266,randomjottings.net,7,10,17
1267,rant.st,0,2,2
1268,ratherbiased.com/news,9,4,13
1269,rathergate.com,13,22,35
1270,realclearpolitics.com,117,5,122
1271,realordeal.blogspot.com,5,7,12
1272,rebelrouser.net/v-web/b2/index.php,0,0,0
1273,rebrand-democrat.txfx.net,0,3,3
1274,reckersau.blogspot.com,5,14,19
1275,redmindbluestate.blogspot.com,7,24,31
1276,rednyc.blogspot.com,1,15,16
1277,redstate.org,64,27,91
1278,redstatealliance.blogspot.com,3,11,14
1279,reggiescorner.blogspot.com,1,1,2
1280,regimechangeiran.com,2,17,19
1281,renpro.kwcom.net,1,0,1
1282,reporterette.com,0,17,17
1283,republicanpower.blogspot.com,0,0,0
1284,republicanresearchcouncil.blogspot.com,0,0,0
1285,republitarian.org,0,0,0
1286,republog.net,0,17,17
1287,respublica2004.blogspot.com,9,13,22
1288,retiredwarrant.blogdrive.com,1,8,9
1289,revone.net/jarhead,0,1,1
1290,rfburnhertz.net/rf_blog,3,12,15
1291,richmar.blogspot.com,0,1,1
1292,right-magazine.com/blog,0,0,0
1293,right-thinking.com,33,1,34
1294,rightcrusade.blogspot.com,0,0,0
1295,rightmoment.blogspot.com,7,12,19
1296,rightonred.net,12,30,42
1297,rightperspective.net,1,0,1
1298,rightrainbow.com,11,6,17
1299,rightreadingroom.com/index.php,0,0,0
1300,rightstate.blogspot.com,1,6,7
1301,rightvoices.com,16,6,22
1302,rightwingbastardo.blogspot.com,0,2,2
1303,rightwingbob.com,0,4,4
1304,rightwingdude.squarespace.com,1,0,1
1305,rightwingjournal.blogspot.com,2,3,5
1306,rightwingnews.com,119,3,122
1307,rightwingthinking.blogspot.com,1,4,5
1308,rightwingtroll.blogspot.com,6,9,15
1309,rightword.blogspot.com,5,17,22
1310,riteturnonly.blogspot.com,4,9,13
1311,rmcdaniel.blogspot.com,0,0,0
1312,rncnyc2004.blogspot.com,0,0,0
1313,robbernard.com,0,30,30
1314,robertp17.blogspot.com,0,2,2
1315,rockpaperscissor.blogspot.com,1,6,7
1316,rockpaperscissors.blogs.com,0,2,2
1317,rogerlsimon.com,79,34,113
1318,romeocat.typepad.com,5,11,16
1319,ron-james.com/blog,0,3,3
1320,rosenblog.com,8,44,52
1321,roseoftheknights.com/yank/pride.html,8,33,41
1322,roughstock.blogspot.com,2,3,5
1323,ryanshead.com,5,3,8
1324,salestaxusa.com,0,0,0
1325,samizdata.net/blog,45,45,90
1326,sarcasticsoutherner.blogspot.com,0,17,17
1327,sarebabe.blogdrive.com,0,0,0
1328,sayanythingblog.com,46,35,81
1329,scha-den-freu-de.blogspot.com,4,69,73
1330,scrappleface.com,113,1,114
1331,scrawlville.com,1,0,1
1332,sebourn.com/weblog,1,5,6
1333,section-31.blogspot.com,1,25,26
1334,secureliberty.org/,9,24,33
1335,sedenteanimo.com,0,9,9
1336,selfish-souls.com/blog,1,0,1
1337,sgtstryker.com,38,4,42
1338,shadydowns.blogspot.com,5,3,8
1339,shakingspears.blogspot.com,8,23,31
1340,shallows.blogspot.com,2,1,3
1341,sharpeblog.cybercatholics.com,0,2,2
1342,shortfatcorporal.blogspot.com,0,4,4
1343,sickofliberals.blogspot.com,1,0,1
1344,sinfactor.blogspot.com,3,5,8
1345,sistertoldjah.com,1,19,20
1346,sixmeatbuffet.com,23,17,40
1347,skinmeister.name,0,0,0
1348,slantpoint.com,32,11,43
1349,slingsnarrows.erudite-absurdity.com,5,1,6
1350,slipofthepen.blogspot.com,3,2,5
1351,slowplay.com,11,48,59
1352,slublog.blogspot.com,12,34,46
1353,smarthomeschool.com,1,0,1
1354,smashingzero.blogspot.com,0,3,3
1355,smellyduck.blogspot.com,0,3,3
1356,sneakeasysjoint.com,12,2,14
1357,sondrak.com,24,9,33
1358,sonsoftherepublic.com,0,0,0
1359,soundingthetrumpet.blogspot.com,6,12,18
1360,southernappeal.blogspot.com,33,40,73
1361,southernrightwingextremist.blogspot.com,0,3,3
1362,southernwatch.blogspot.com,3,33,36
1363,speculativepolitics.blogspot.com,0,0,0
1364,spreadingunderstanding.blogspot.com,5,31,36
1365,spydrzweb.blogspot.com,0,2,2
1366,squiggler.braveblog.com,1,7,8
1367,stan-istan.blogspot.com,1,3,4
1368,stealthebandwagon.blogspot.com,1,3,4
1369,stillmanvalley.org/aoo,8,17,25
1370,stinkbait.blogspot.com,0,0,0
